BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS,CATEGORY_ID
FRITOS,Fruit & Vegetable Snacks,7319,0f6c46e7-8a8c-422e-8005-7d178a688da5
PERDUE,Puffed Snacks,7311,3dcfe6dc-3445-4ba7-b11e-8238a5d41be7
TESORO DELLA REGINA,Wine,7297,ca1c0f4d-3efc-4978-8357-69862996f416
ATKINS,Cooking & Baking,7288,09f3decc-aa93-460d-936c-0ddf06b055a3
ORBIT,Gum,7268,c99c5725-4d9b-404a-8438-5cf1dc4f12c3
CHARMIN,Household Supplies,7263,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
MINUTE MAID,Carbonated Soft Drinks,7226,b3028295-932d-49df-afbc-52dce9cce8c7
DOLE,Fruit Juices,7224,87459c51-6dc1-4064-9fb4-51e399187f2c
DASANI,Water,7219,aecbba3a-7958-4b78-8a93-9215b963e9a7
TITOS,Spirits,7210,2def9983-9d56-4872-a5b9-7aa8bbc2331c
3 MUSKETEERS,Candy,7159,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
COCKTAIL ARTIST,Drink Mixes,7153,84011112-b553-402a-9950-998bf7affd63
CAPE COD,Chips,7123,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
MEIJER,Hair Removal,7112,539953fe-50bf-4a00-8a21-c64752d6ed7e
ORE-IDA,Frozen Meals,7108,f72793bd-721f-4d0f-8086-3b211446dd4b
KIND,Nuts & Seeds,7058,e27d28fb-5e48-49b6-9373-3a92246c2f87
UNO MAS,Wine,7054,ca1c0f4d-3efc-4978-8357-69862996f416
FRITOS,Chips,7043,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
VEUVE DU VERNAY,Wine,7037,ca1c0f4d-3efc-4978-8357-69862996f416
99,Spirits,7008,2def9983-9d56-4872-a5b9-7aa8bbc2331c
BRISK,Tea,6994,f78c4b56-a1a6-4972-a0b3-6514ad98fd27
NEW AMSTERDAM PINK WHITNEY,Spirits,6960,2def9983-9d56-4872-a5b9-7aa8bbc2331c
DERMASSAGE,Bath & Body,6957,47fae368-9b64-40be-82c9-898f953e9d66
FISHER-PRICE,Household Supplies,6940,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
DAVES KILLER BREAD,Bread,6913,f1a38ab2-67a0-4863-9802-2b16a181e722
CORN NUTS,Nuts & Seeds,6898,e27d28fb-5e48-49b6-9373-3a92246c2f87
RED STRIPE,Beer,6887,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
GLAD,Household Supplies,6822,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
FRUITY PEBBLES,"Cereal, Granola, & Toaster Pastries",6807,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4
GIANT,Candy,6804,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
FIREBALL,Malt Beverages,6776,6b770f8d-09b5-4491-8bbb-31ee38645b20
RASCAL & FRIENDS,Potty Training,6768,630680d7-ca78-4e91-b27d-e90afa21df2f
DIXON,Cooking & Baking,6752,09f3decc-aa93-460d-936c-0ddf06b055a3
BIRDS EYE,Makeup,6732,de2afc5c-93c3-4c35-bee8-16ca97d1c9f3
BIC,Makeup,6730,de2afc5c-93c3-4c35-bee8-16ca97d1c9f3
BRISK,Carbonated Soft Drinks,6704,b3028295-932d-49df-afbc-52dce9cce8c7
JIMMY DEAN,Frozen Breakfast,6658,7414fc82-da85-4772-8c52-6067b369b780
LIFEWTR,Water,6658,aecbba3a-7958-4b78-8a93-9215b963e9a7
BIG SIPPER,Wine,6615,ca1c0f4d-3efc-4978-8357-69862996f416
FOUNDERS,Beer,6610,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
Twizzlers,Candy,6536,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
OUI BY YOPLAIT,Yogurt,6528,e246975c-322e-4e31-aa4b-a22eabe581d1
SMARTFOOD,Puffed Snacks,6518,3dcfe6dc-3445-4ba7-b11e-8238a5d41be7
SUTTER HOME,Wine,6516,ca1c0f4d-3efc-4978-8357-69862996f416
CASEYS GEN STORE,Carbonated Soft Drinks,6488,b3028295-932d-49df-afbc-52dce9cce8c7
KINGSFORD,Cooking & Baking,6470,09f3decc-aa93-460d-936c-0ddf06b055a3
CASTELLO DEL POGGIO,Wine,6421,ca1c0f4d-3efc-4978-8357-69862996f416
CASEYS GEN STORE,Cooking & Baking,6388,09f3decc-aa93-460d-936c-0ddf06b055a3
REMAINING BRND,Household Supplies,6369,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
GREENIES,Cooking & Baking,6364,09f3decc-aa93-460d-936c-0ddf06b055a3
KEVITA,Carbonated Soft Drinks,6352,b3028295-932d-49df-afbc-52dce9cce8c7
HOMELINE,Bath & Body,6331,47fae368-9b64-40be-82c9-898f953e9d66
VLASIC,Sauces & Marinades,6298,e88983eb-6ae9-40e6-97a9-e77a2294c3fe
PHILADELPHIA,Cheese,6285,0619fda2-db1e-42c4-87ef-457ae91fca72
CAFE BUSTELO,Coffee,6272,01edb86e-b0b3-41c9-a756-2914b850157d
DIAL,Bath & Body,6246,47fae368-9b64-40be-82c9-898f953e9d66
FROOT LOOPS,"Cereal, Granola, & Toaster Pastries",6236,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4
MCALISTERS DELI,Cheese,6224,0619fda2-db1e-42c4-87ef-457ae91fca72
ECCENTRIC,Wine,6214,ca1c0f4d-3efc-4978-8357-69862996f416
PINALEN,Bath & Body,6208,47fae368-9b64-40be-82c9-898f953e9d66
RANCHO LA GLORIA,Wine,6190,ca1c0f4d-3efc-4978-8357-69862996f416
KOOL AID,Drink Mixes,6161,84011112-b553-402a-9950-998bf7affd63
WELLSLEY FARMS,Wine,6158,ca1c0f4d-3efc-4978-8357-69862996f416
CASEYS GEN STORE,Chips,6146,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
SKINNYPOP,Puffed Snacks,6118,3dcfe6dc-3445-4ba7-b11e-8238a5d41be7
SAMUEL ROBERT WINERY,Wine,6106,ca1c0f4d-3efc-4978-8357-69862996f416
PHILADELPHIA CREAM CHEESE,Cheese,6090,0619fda2-db1e-42c4-87ef-457ae91fca72
GREAT LAKES,Beer,6053,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
MOTT'S,Fruit Juices,6042,87459c51-6dc1-4064-9fb4-51e399187f2c
KRUSTEAZ,Cooking & Baking,6031,09f3decc-aa93-460d-936c-0ddf06b055a3
SUNCHIPS,Chips,6019,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
PARROT BAY,Spirits,6010,2def9983-9d56-4872-a5b9-7aa8bbc2331c
QUAKER LIFE,"Cereal, Granola, & Toaster Pastries",6002,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4
SEVENTH GENERATION,Bath & Body,5973,47fae368-9b64-40be-82c9-898f953e9d66
HARMONY,Household Supplies,5961,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
BALL PARK POP UPS,Bakery,5920,5f2f147b-f2a2-48ed-bac4-ba1be2df09ec
HUNT'S,Sauces & Marinades,5912,e88983eb-6ae9-40e6-97a9-e77a2294c3fe
SOCIAL,Wine,5898,ca1c0f4d-3efc-4978-8357-69862996f416
UTZ,Chips,5892,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
NAKED,Fruit Juices,5877,87459c51-6dc1-4064-9fb4-51e399187f2c
SUAVE,Oral Care,5843,abe5c72f-1b1e-4d84-876a-bb584260c247
HORIZON,Milk,5835,e3b6f1f0-de8b-4625-b678-56cfd8747cbe
BARILLA,Chips,5816,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
LIPTON,Soup & Broth,5804,c1348b24-5f57-4ad6-bc81-a114368acb19
STOUFFERS,Frozen Pizza & Pizza Snacks,5794,7445be6b-29f8-4abb-a35f-8df1c8ad87c4
CORONA,Spirits,5790,2def9983-9d56-4872-a5b9-7aa8bbc2331c
JINRO,Spirits,5787,2def9983-9d56-4872-a5b9-7aa8bbc2331c
RITAS,Cooking & Baking,5755,09f3decc-aa93-460d-936c-0ddf06b055a3
HUGGIES,Eggs,5742,d45a8f68-34d2-4128-a807-7b4fcf119a17
STUDIO SELECTION,Deodorant & Antiperspirant,5736,03577242-2690-4bad-916c-eb7d6c2e0ee2
TINY UMBRELLAS,Wine,5720,ca1c0f4d-3efc-4978-8357-69862996f416
KLONDIKE,Frozen Desserts,5709,38160828-1029-4505-9849-673773c5fad3
VALUE,Bath & Body,5699,47fae368-9b64-40be-82c9-898f953e9d66
LUNAZUL,Spirits,5697,2def9983-9d56-4872-a5b9-7aa8bbc2331c
ANGEL SOFT,Household Supplies,5676,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
POPCORNERS,Puffed Snacks,5675,3dcfe6dc-3445-4ba7-b11e-8238a5d41be7
Goldfish,Candy,5674,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
IMPERIAL,Beer,5647,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
KETTLE BRAND,Chips,5638,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
HERSHEYS SYRUPS,Candy,5634,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
HILL COUNTRY FARE,Drink Mixes,5633,84011112-b553-402a-9950-998bf7affd63
V8,Carbonated Soft Drinks,5625,b3028295-932d-49df-afbc-52dce9cce8c7
LUCKY SUPER SOFT,Bath & Body,5594,47fae368-9b64-40be-82c9-898f953e9d66
PURE LEAF BOTTLED BEVERAGES,Tea,5592,f78c4b56-a1a6-4972-a0b3-6514ad98fd27
FIRESTONE,Beer,5590,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
TROLLI,Candy,5583,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
EVER SPRING,Bath & Body,5549,47fae368-9b64-40be-82c9-898f953e9d66
GREAT LAKES VARIETY PACK,Beer,5518,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
U BY KOTEX,Feminine Hygeine,5516,2caa015a-ca32-4456-a086-621446238783
STELLA ARTOIS,Beer,5505,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
JUICY JUICE,Fruit Juices,5503,87459c51-6dc1-4064-9fb4-51e399187f2c
PEPPERIDGE FARM,Cookies,5498,ee7d461c-afec-4dd8-b06e-c3de3ea040fe
ALWAYS,Feminine Hygeine,5497,2caa015a-ca32-4456-a086-621446238783
HAWAIIAN PUNCH,Fruit Juices,5489,87459c51-6dc1-4064-9fb4-51e399187f2c
MOTTS,Fruit & Vegetable Snacks,5489,0f6c46e7-8a8c-422e-8005-7d178a688da5
CHIPS AHOY!,Chips,5484,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
RIVATA,Wine,5481,ca1c0f4d-3efc-4978-8357-69862996f416
POWERADE ION4,Sports Drinks,5445,bd33436d-a5de-4fd6-90f1-4f1fb4db0189
RED WHITE AND BLUE,Beer,5443,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
INTERNATIONAL DELIGHT,Coffee,5402,01edb86e-b0b3-41c9-a756-2914b850157d
COCA-COLA LIFE,Carbonated Soft Drinks,5382,b3028295-932d-49df-afbc-52dce9cce8c7
GREAT LAKES CHRISTMAS ALE,Beer,5377,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
FLYBIRD,Wine,5365,ca1c0f4d-3efc-4978-8357-69862996f416
MOTTS,Packaged Fruit & Applesauce,5352,298b0773-27c7-4538-8bbe-a84c591b6714
MIO,Carbonated Soft Drinks,5342,b3028295-932d-49df-afbc-52dce9cce8c7
LYSOL,Cooking & Baking,5307,09f3decc-aa93-460d-936c-0ddf06b055a3
MCALISTERS DELI,Chips,5289,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
FOSTER,Cooking & Baking,5280,09f3decc-aa93-460d-936c-0ddf06b055a3
KNORR,Soup & Broth,5272,c1348b24-5f57-4ad6-bc81-a114368acb19
KROGER,Household Supplies,5255,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
COUNTRY CROCK,Butter & Margarine,5249,cf3de8d5-b587-47b9-9720-2f89d2a2a85a
CLEANZE,Bath & Body,5240,47fae368-9b64-40be-82c9-898f953e9d66
PEDIGREE,Cooking & Baking,5226,09f3decc-aa93-460d-936c-0ddf06b055a3
WILDWOOD,Carbonated Soft Drinks,5208,b3028295-932d-49df-afbc-52dce9cce8c7
CHESTERS,Puffed Snacks,5205,3dcfe6dc-3445-4ba7-b11e-8238a5d41be7
CHEX,"Cereal, Granola, & Toaster Pastries",5187,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4
HONEY NUT CHEERIOS,"Cereal, Granola, & Toaster Pastries",5171,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4
JOHNNIE WALKER BLACK LABEL,Spirits,5155,2def9983-9d56-4872-a5b9-7aa8bbc2331c
WALGREENS,Bath & Body,5154,47fae368-9b64-40be-82c9-898f953e9d66
LYSOL,Household Cleaning Supplies,5150,a55443a3-8852-4b1c-818b-10046614496c
MOLLIE STONE'S BEST,Fruit Juices,5144,87459c51-6dc1-4064-9fb4-51e399187f2c
JELL-O,Cooking & Baking,5143,09f3decc-aa93-460d-936c-0ddf06b055a3
CHRISTIAN BROTHERS,Spirits,5135,2def9983-9d56-4872-a5b9-7aa8bbc2331c
MILLER LITE,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",5123,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4
BUSCH LIGHT,Beer,5119,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
YUKON JACK,Spirits,5115,2def9983-9d56-4872-a5b9-7aa8bbc2331c
JAMESON,Spirits,5100,2def9983-9d56-4872-a5b9-7aa8bbc2331c
FUNYUNS,Puffed Snacks,5084,3dcfe6dc-3445-4ba7-b11e-8238a5d41be7
TALENTI,Frozen Desserts,5076,38160828-1029-4505-9849-673773c5fad3
MCCAIN,Frozen Vegetables,5074,0b5e15f3-f1ee-40fe-9e81-cac225799ebe
DOVE MEN+CARE,Bath & Body,5066,47fae368-9b64-40be-82c9-898f953e9d66
PILLSBURY,Cookies,5065,ee7d461c-afec-4dd8-b06e-c3de3ea040fe
KEEL AND CURLEY WINERY,Wine,5031,ca1c0f4d-3efc-4978-8357-69862996f416
FIREBRAND,Wine,5005,ca1c0f4d-3efc-4978-8357-69862996f416
DANIMALS,Yogurt,4997,e246975c-322e-4e31-aa4b-a22eabe581d1
CHOCO VINE,Wine,4986,ca1c0f4d-3efc-4978-8357-69862996f416
WESTERN SON,Spirits,4968,2def9983-9d56-4872-a5b9-7aa8bbc2331c
SMUCKERS,Nut Butters & Jam,4953,2a2ad3c4-41df-484c-833c-26744a4d9610
SCRUB FREE PLUS OXI CLEAN,Bath & Body,4949,47fae368-9b64-40be-82c9-898f953e9d66
GERM X,Bath & Body,4926,47fae368-9b64-40be-82c9-898f953e9d66
EAU DE JUICE,Deodorant & Antiperspirant,4919,03577242-2690-4bad-916c-eb7d6c2e0ee2
UNANIME,Wine,4901,ca1c0f4d-3efc-4978-8357-69862996f416
METHOD,Bath & Body,4892,47fae368-9b64-40be-82c9-898f953e9d66
TAJIN,Dips & Salsa,4891,451e3832-bc4c-4dd3-bbbb-5e33d134a765
ICE BREAKERS,Gum,4883,c99c5725-4d9b-404a-8438-5cf1dc4f12c3
AIR WICK,Hair Care,4882,e9535290-dc96-45be-bd4a-6e687880a059
YELLOW TAIL,Wine,4877,ca1c0f4d-3efc-4978-8357-69862996f416
HEAD COUNTRY,Packaged Meat,4876,e73f7957-0e65-4466-9588-795bdc5f67ac
BIG SKY BREWING COMPANY,Beer,4844,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
ZONIN,Wine,4843,ca1c0f4d-3efc-4978-8357-69862996f416
Taco Bell,Cooking & Baking,4833,09f3decc-aa93-460d-936c-0ddf06b055a3
CLASSICO,Sauces & Marinades,4832,e88983eb-6ae9-40e6-97a9-e77a2294c3fe
KROGER,Water,4823,aecbba3a-7958-4b78-8a93-9215b963e9a7
5 GUM,Gum,4813,c99c5725-4d9b-404a-8438-5cf1dc4f12c3
MULTIPLE VALUE,Beer,4812,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
MCALISTERS DELI,Water,4804,aecbba3a-7958-4b78-8a93-9215b963e9a7
GOLDFISH,Crackers,4767,6c9b520a-9049-417a-8487-7053b9d2d8f8
CLIF,Chips,4764,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
Hershey's,Candy,4749,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
BLUE DIAMOND ALMONDS,Nuts & Seeds,4747,e27d28fb-5e48-49b6-9373-3a92246c2f87
QUAKER,Chips,4735,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
SEAGRAMS,Malt Beverages,4727,6b770f8d-09b5-4491-8bbb-31ee38645b20
CROWN ROYAL,Spirits,4717,2def9983-9d56-4872-a5b9-7aa8bbc2331c
CALVERT,Spirits,4707,2def9983-9d56-4872-a5b9-7aa8bbc2331c
BAI,Fruit Juices,4685,87459c51-6dc1-4064-9fb4-51e399187f2c
DEGREE,Deodorant & Antiperspirant,4674,03577242-2690-4bad-916c-eb7d6c2e0ee2
READY PAC BISTRO,Cooking & Baking,4651,09f3decc-aa93-460d-936c-0ddf06b055a3
SHEEP DOG,Spirits,4650,2def9983-9d56-4872-a5b9-7aa8bbc2331c
DOVE,Deodorant & Antiperspirant,4648,03577242-2690-4bad-916c-eb7d6c2e0ee2
TYLENOL,Medicines & Treatments,4642,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3
NESTLE,Milk,4636,e3b6f1f0-de8b-4625-b678-56cfd8747cbe
TWISTED TEA,Malt Beverages,4622,6b770f8d-09b5-4491-8bbb-31ee38645b20
POWERADE OPTION,Sports Drinks,4605,bd33436d-a5de-4fd6-90f1-4f1fb4db0189
CORE HYDRATION,Water,4595,aecbba3a-7958-4b78-8a93-9215b963e9a7
MILKYWAY,Candy,4589,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
PAM,Cooking & Baking,4571,09f3decc-aa93-460d-936c-0ddf06b055a3
Capri Sun,Fruit Juices,4535,87459c51-6dc1-4064-9fb4-51e399187f2c
A&W,Carbonated Soft Drinks,4531,b3028295-932d-49df-afbc-52dce9cce8c7
LA CROIX,Carbonated Soft Drinks,4530,b3028295-932d-49df-afbc-52dce9cce8c7
LUC BELAIRE,Wine,4523,ca1c0f4d-3efc-4978-8357-69862996f416
UP AND UP,Hair Removal,4521,539953fe-50bf-4a00-8a21-c64752d6ed7e
BUSCH,Spirits,4514,2def9983-9d56-4872-a5b9-7aa8bbc2331c
BALL PARK,Packaged Meat,4501,e73f7957-0e65-4466-9588-795bdc5f67ac
REMY MARTIN,Spirits,4500,2def9983-9d56-4872-a5b9-7aa8bbc2331c
ESSENTIA,Water,4486,aecbba3a-7958-4b78-8a93-9215b963e9a7
GOOD DAY,Spirits,4476,2def9983-9d56-4872-a5b9-7aa8bbc2331c
REESES PUFFS,"Cereal, Granola, & Toaster Pastries",4472,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4
NATURE VALLEY,Nuts & Seeds,4455,e27d28fb-5e48-49b6-9373-3a92246c2f87
AJAX,Household Supplies,4443,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
KNORR,Rice & Grains,4427,91d3f006-deed-4553-83bb-1719543a1689
ENSIGN RED,Spirits,4421,2def9983-9d56-4872-a5b9-7aa8bbc2331c
HERSHEYS KISSES,Candy,4399,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
TEREMANA,Spirits,4395,2def9983-9d56-4872-a5b9-7aa8bbc2331c
MAKERS MARK,Spirits,4394,2def9983-9d56-4872-a5b9-7aa8bbc2331c
EDGE,Hair Removal,4391,539953fe-50bf-4a00-8a21-c64752d6ed7e
7 UP,Carbonated Soft Drinks,4386,b3028295-932d-49df-afbc-52dce9cce8c7
COORS LIGHT,Makeup,4379,de2afc5c-93c3-4c35-bee8-16ca97d1c9f3
MEIJER,Bath & Body,4374,47fae368-9b64-40be-82c9-898f953e9d66
GLADE,Hair Care,4370,e9535290-dc96-45be-bd4a-6e687880a059
WELCH'S,Fruit Juices,4369,87459c51-6dc1-4064-9fb4-51e399187f2c
LOS CABOS,Spirits,4369,2def9983-9d56-4872-a5b9-7aa8bbc2331c
SMARTLY,Hair Removal,4362,539953fe-50bf-4a00-8a21-c64752d6ed7e
DEGREE MEN,Deodorant & Antiperspirant,4343,03577242-2690-4bad-916c-eb7d6c2e0ee2
PEARL MILLING CO,"Cereal, Granola, & Toaster Pastries",4341,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4
HILLSHIRE FARM,Packaged Meat,4314,e73f7957-0e65-4466-9588-795bdc5f67ac
York,Candy,4292,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
FOUR LOKO,Malt Beverages,4258,6b770f8d-09b5-4491-8bbb-31ee38645b20
BOLTHOUSE FARMS,Fruit Juices,4230,87459c51-6dc1-4064-9fb4-51e399187f2c
MCALISTERS DELI,Milk,4223,e3b6f1f0-de8b-4625-b678-56cfd8747cbe
CASEYS GEN STORE,Beer,4222,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
BUDWEISER,Beer,4221,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
GOYA,Packaged Vegetables,4204,ef70e81c-e88f-419c-9cb4-c008ae0eb29a
TOPO CHICO HARD SELTZER,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",4175,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4
PARFUMSBELCAM,Body Fragrances,4169,04d628dc-8630-4f8e-835f-831cd0aaf036
POST,"Cereal, Granola, & Toaster Pastries",4148,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4
ROCKSTAR,Carbonated Soft Drinks,4147,b3028295-932d-49df-afbc-52dce9cce8c7
BUSCH LIGHT,Spirits,4147,2def9983-9d56-4872-a5b9-7aa8bbc2331c
CRUZ ALTA,Wine,4110,ca1c0f4d-3efc-4978-8357-69862996f416
GARNIER,Hair Care,4110,e9535290-dc96-45be-bd4a-6e687880a059
DAUTREFOIS,Wine,4109,ca1c0f4d-3efc-4978-8357-69862996f416
HUBBA BUBBA,Gum,4103,c99c5725-4d9b-404a-8438-5cf1dc4f12c3
DOUBLEMINT,Gum,4092,c99c5725-4d9b-404a-8438-5cf1dc4f12c3
BIG RED,Gum,4085,c99c5725-4d9b-404a-8438-5cf1dc4f12c3
ALLAGASH,Beer,4064,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
KLEENEX,Household Supplies,4052,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
PROPEL,Water,4043,aecbba3a-7958-4b78-8a93-9215b963e9a7
CUPCAKE VINEYARDS,Wine,4029,ca1c0f4d-3efc-4978-8357-69862996f416
EARTH TO SKIN,Bath & Body,4027,47fae368-9b64-40be-82c9-898f953e9d66
NEUTROGENA,Skin Care,4024,0a09521d-71e3-40b7-bd43-0e3654e91b2b
THE OHSO CO.,Household Supplies,4022,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
FAGE,Yogurt,4001,e246975c-322e-4e31-aa4b-a22eabe581d1
ROSE ALL DAY,Wine,3999,ca1c0f4d-3efc-4978-8357-69862996f416
CALIFIA FARMS,Coffee,3993,01edb86e-b0b3-41c9-a756-2914b850157d
KROGER,Fruit Juices,3985,87459c51-6dc1-4064-9fb4-51e399187f2c
BLUE BUFFALO,Dog Supplies,3976,88c7367b-3042-48ee-aa6a-b057b244d095
HUNT'S,Condiments,3975,1f01bdf4-7c65-4995-adfb-9080b75b0129
VITA COCO,Fruit Juices,3974,87459c51-6dc1-4064-9fb4-51e399187f2c
NOOSA,Yogurt,3971,e246975c-322e-4e31-aa4b-a22eabe581d1
FRITOS,Dips & Salsa,3964,451e3832-bc4c-4dd3-bbbb-5e33d134a765
READY PAC BISTRO,Nut Butters & Jam,3944,2a2ad3c4-41df-484c-833c-26744a4d9610
FOREVER MINE,Deodorant & Antiperspirant,3936,03577242-2690-4bad-916c-eb7d6c2e0ee2
COTTONELLE,Household Supplies,3930,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c
BIMBO,Snack Cakes,3914,1b73d119-48ec-4d6b-97df-f93a9b4f1003
COCA COLA,Carbonated Soft Drinks,3901,b3028295-932d-49df-afbc-52dce9cce8c7
DIET COKE,Carbonated Soft Drinks,3888,b3028295-932d-49df-afbc-52dce9cce8c7
NEW AMSTERDAM,Spirits,3879,2def9983-9d56-4872-a5b9-7aa8bbc2331c
AXION,Bath & Body,3878,47fae368-9b64-40be-82c9-898f953e9d66
PAMPERS,Diapering,3869,bd2e2509-b9bb-4c08-bf4b-c947b5eedd46
ROPITEAU,Wine,3849,ca1c0f4d-3efc-4978-8357-69862996f416
KOOL-AID,Water,3846,aecbba3a-7958-4b78-8a93-9215b963e9a7
ACT II,Puffed Snacks,3843,3dcfe6dc-3445-4ba7-b11e-8238a5d41be7
JARRITOS,Carbonated Soft Drinks,3840,b3028295-932d-49df-afbc-52dce9cce8c7
CASEYS GEN STORE,Tea,3837,f78c4b56-a1a6-4972-a0b3-6514ad98fd27
1800,Spirits,3815,2def9983-9d56-4872-a5b9-7aa8bbc2331c
SCHIAVONE,Wine,3807,ca1c0f4d-3efc-4978-8357-69862996f416
CLOROX,Household Cleaning Supplies,3804,a55443a3-8852-4b1c-818b-10046614496c
CLARITIN,Medicines & Treatments,3798,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3
CASCADE,Bath & Body,3798,47fae368-9b64-40be-82c9-898f953e9d66
POPOV,Spirits,3795,2def9983-9d56-4872-a5b9-7aa8bbc2331c
BALLAST POINT,Beer,3780,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c
CRYSTAL LIGHT,Drink Mixes,3777,84011112-b553-402a-9950-998bf7affd63
NESCAFE,Coffee,3770,01edb86e-b0b3-41c9-a756-2914b850157d
STONEFIRE,Bread,3758,f1a38ab2-67a0-4863-9802-2b16a181e722
BOB EVANS,Packaged Meals & Sides,3748,1880d713-83b1-4d45-80d6-4d0129d7b758
BODY COLOGY,Body Fragrances,3744,04d628dc-8630-4f8e-835f-831cd0aaf036
A3,Wine,3743,ca1c0f4d-3efc-4978-8357-69862996f416
BEECHNUT,Crackers,3732,6c9b520a-9049-417a-8487-7053b9d2d8f8
DOVE CHOCOLATE,Candy,3730,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8
NO BRAND LISTED,Drink Mixes,3708,84011112-b553-402a-9950-998bf7affd63
CHOBANI FLIP,Yogurt,3702,e246975c-322e-4e31-aa4b-a22eabe581d1
DG BODY,Bath & Body,3692,47fae368-9b64-40be-82c9-898f953e9d66
BELVITA,Cookies,3681,ee7d461c-afec-4dd8-b06e-c3de3ea040fe
LUCKY CHARMS,"Cereal, Granola, & Toaster Pastries",3665,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4
BUGLES,Chips,3654,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622
KARBACH,Malt Beverages,3647,6b770f8d-09b5-4491-8bbb-31ee38645b20
FEBREZE,Hair Care,3645,e9535290-dc96-45be-bd4a-6e687880a059
LISTERINE,Bath & Body,3644,47fae368-9b64-40be-82c9-898f953e9d66
NATURE VALLEY,Crackers,3637,6c9b520a-9049-417a-8487-7053b9d2d8f8
MILITARY SPECIAL,Spirits,3626,2def9983-9d56-4872-a5b9-7aa8bbc2331c
DOVE MEN+CARE,Deodorant & Antiperspirant,3618,03577242-2690-4bad-916c-eb7d6c2e0ee2
KROGER,Carbonated Soft Drinks,3617,b3028295-932d-49df-afbc-52dce9cce8c7
NATURESWEET,Packaged Vegetables,3615,ef70e81c-e88f-419c-9cb4-c008ae0eb29a
